dossier_id,mibig_accession,source_database,mibig_version,organism_key,organism_name,strain_primary_key,strain_primary_raw,ncbi_taxon_id,primary_sequence_accession,reported_start_bp,reported_end_bp,reported_length_bp,reported_bgc_boundary,mibig_bgc_class_raw,refined_bgc_class_raw,product_family_raw,primary_product_raw,chemical_class_raw,biological_role_raw,primary_reference_doi,primary_reference_year,source_sheet_title
M4-FUNG-0036,BGC0000129,MIBiG,3,NCBITAXON:330879,Aspergillus fumigatus,STR_747359f7f588,Af293,330879,CM000174.1,3531104.0,3578495.0,47392.0,"display CM000174.1:3,531,104–3,578,495; nine-gene locus 3,549,063–3,572,141",PKS (Unknown),"Nine-gene nicotinate-derived fungal meroterpenoid pathway with NR-PKS, prenylation/cyclization, P450 and acetyltransferase tailoring",pyripyropene meroterpenoids,pyripyropene A,nicotinate-derived alpha-pyrone/polyketide–farnesyl meroterpenoid,context-dependent mediator of A. fumigatus fitness in P. aeruginosa dual biofilms and contributor to host interaction/virulence in specific models,10.1038/nchem.764,2010.0,Fungal BGC Dossier — M4-FUNG-0036 / BGC0000129
M4-FUNG-0037,BGC0000134,MIBiG,3,NCBITAXON:280754,Pochonia chlamydosporia,STR_bbe5908162b0,NR in MIBiG display; source culture used in Reeves et al. radicicol work,280754,EU520419.1,1.0,31332.0,31332.0,"EU520419.1:1–31,332 containing rdc1–rdc5",PKS (Unknown),"Five-gene resorcylic-acid-lactone programme: HRPKS Rdc5 supplies a reduced pentaketide to NRPKS Rdc1, which extends/cyclizes/macrolactonizes it; Rdc2 halogenates; Rdc4 is the source-cluster P450 associated with epoxidative tailoring; Rdc3 is an MFS transporter",resorcylic acid lactones / radicicol-monocillin-pochonin family,radicicol (monorden),chlorinated epoxide-containing resorcylic acid macrolactone,native ecological function unresolved,10.1128/AEM.00478-08,2008.0,Fungal BGC Dossier — M4-FUNG-0037 / BGC0000134
M4-FUNG-0038,BGC0000146,MIBiG,3,NCBITAXON:48100,Alternaria solani,STR_484db0346f9f,ASP-2 / AB514562-source lineage; exact strain tag is not displayed by MIBiG/GenBank summary,48100,AB514562.1,1.0,21000.0,21000.0,"MIBiG: AB514562.1:1–21,000; six CDSs sol6-sol5-sol4-sol3-sol2-sol1 spanning 755–20,637",PKS (Unknown),"Six-gene reduced-polyketide/α-pyrone pathway with iterative type I PKS Sol1, O-methyltransferase Sol2, P450 Sol6, bifunctional FAD oxidase/[4+2]-cyclase Sol5, dehydrogenase Sol3 and Zn2Cys6-type pathway regulator Sol4",solanapyrones / bicyclic α-pyrone phytotoxins,"solanapyrone D (MIBiG label); pathway also produces solanapyrones A, B, C and E",reduced polyketide α-pyrones bearing an enzymatically generated decalin-like bicyclic [4+2] cycloadduct,"purified solanapyrone A is phytotoxic, but direct A. solani genetics shows solanapyrones are not required for pathogenicity on tested potato/tomato hosts; native ecological role therefore remains unresolved",10.1002/cbic.201000173,2010.0,Fungal BGC Dossier — M4-FUNG-0038 / BGC0000146
M4-FUNG-0039,BGC0000152,MIBiG,3,NCBITAXON:162425,Aspergillus nidulans,STR_a3f02602b642,FGSC A4 / NRRL 194 lineage represented by the canonical U34740 cluster literature,162425,U34740.1,1.0,59725.0,59725.0,"MIBiG U34740.1:1–59,725. Current MIBiG gene table lists 17 CDSs, while the defining 1996 study reports 25 coregulated transcripts across the ~60-kb cluster.",PKS (Unknown),"Large sterigmatocystin/aflatoxin-family pathway on chromosome IV containing PKS StcA, dedicated FAS StcJ/StcK, many redox/tailoring enzymes, O-methyltransferase StcP, pathway-specific TF AflR and additional coregulated stc genes",sterigmatocystin/aflatoxin-family aromatic polyketides,sterigmatocystin,xanthone-like bisfuran mycotoxin derived from an aromatic polyketide,native producer ecological function unresolved,10.1073/pnas.93.4.1418,1996.0,Fungal BGC Dossier — M4-FUNG-0039 / BGC0000152
M4-FUNG-0040,BGC0000154,MIBiG,4,NCBITAXON:441959,Talaromyces stipitatus,STR_e91c15f0527e,ATCC 10500 / CBS 375.48 / QM 6759 / NRRL 1006,441959,EQ962655.1,1793486.0,1841545.0,48060.0,"MIBiG display EQ962655.1:1,793,486–1,841,545; knockout-supported locus 1,805,625–1,837,759",PKS (Iterative type I),Fungal tropolone pathway: TropA NR-PKS forms an aromatic aldehyde; TropB dearomatizes it; TropC Fe(II)/2-oxoglutarate dioxygenase expands the ring to a seven-membered tropolone; TropD–J elaborate the nucleus to stipitatic acid,fungal tropolones / stipitatic-acid family,stipitatic acid,tropolone carboxylic acid with a non-benzenoid seven-membered aromatic ring,native ecological function unresolved,10.1073/pnas.1201469109,2012.0,Fungal BGC Dossier — M4-FUNG-0040 / BGC0000154
M4-FUNG-0041,BGC0000155,MIBiG,2,NCBITAXON:665024,Bipolaris maydis,STR_5960a40ac7f6,C4 / ATCC 48331 / Race T,665024,NR,,,,retired MIBiG entry has no useful single gene region,PKS,"Distributed host-selective linear-polyketide virulence programme requiring two fully reducing iterative PKSs plus decarboxylase, reductases/dehydrogenases and accessory functions across two unlinked Tox1 loci",T-toxin host-selective linear polyketides,T-toxin family; major C41 component,long-chain linear polyketide/polyol host-selective toxins,direct host-selective virulence effector responsible for Race-T supervirulence on T-cms maize,10.1105/tpc.8.11.2139,1996.0,Fungal BGC Dossier — M4-FUNG-0041 / BGC0000155
M4-FUNG-0042,BGC0000156,MIBiG,5,NCBITAXON:380704,Aspergillus niger,STR_73c0ec11d324,ATCC 1015 / USDA 3528.7,380704,JN257714.1,1.0,13275.0,13275.0,"MIBiG JN257714.1:1–13,275, containing adaR, adaD, adaC, adaB and adaA",PKS (Iterative type I),"Five-gene fungal naphthacenedione/anhydrotetracycline programme: Zn2Cys6 regulator AdaR, O-methyltransferase AdaD, FAD monooxygenase AdaC, trans-acting metallo-β-lactamase-type thioesterase/Claisen cyclase AdaB and nonreducing iterative type I PKS AdaA; adjacent MFS transporter AdaE contributes to recovery/tolerance",fungal naphthacenediones / anhydrotetracycline-like aromatic polyketides,TAN-1612,linear tetracyclic naphthacenedione/anhydrotetracycline scaffold generated from a decaketide,native ecological function unresolved,10.1021/ja206906d,2011.0,Fungal BGC Dossier — M4-FUNG-0042 / BGC0000156
M4-FUNG-0043,BGC0000160,MIBiG,3,NCBITAXON:341663,Aspergillus terreus,STR_2e00699a4c40,NIH 2624 / FGSC A1156,341663,CH476602.1,77508.0,124648.0,47141.0,"MIBiG display CH476602.1:77,508–124,648; gene-bearing region 89,034–116,126 also includes ATEG_06279",PKS (Unknown),"Eight-gene 6-methylsalicylic-acid-derived epoxyquinone programme: AtX PKS, AtA monooxygenase, AtC GMC oxidoreductase, AtD cyclooxygenation enzyme, P450 AtE plus helper AtG, regulator AtF and MFS transporter AtB",epoxyquinones / 6-MSA-derived polyketides,terreic acid,quinone epoxide derived from 6-methylsalicylic acid,native ecological role unresolved,10.1021/ol502242a,2014.0,Fungal BGC Dossier — M4-FUNG-0043 / BGC0000160
M4-FUNG-0044,BGC0000161,MIBiG,4,NCBITAXON:341663,Aspergillus terreus,STR_2e00699a4c40,NIH 2624 / FGSC A1156,341663,CH476594.1,399827.0,452585.0,52759.0,"MIBiG displayed region CH476594.1:399,827–452,585; evidence-supported locus 399,827–432,585 encompassing ATEG_00135–00145",PKS (Iterative type I),Eleven-gene terrein programme: NR-PKS TerA plus trans-acting PKS-like ketoreductase TerB; FAD monooxygenases TerC/TerD; oxidases TerE/TerF; MFS transporters TerG/TerJ; accessory TerH/TerI; pathway-specific Zn2Cys6 regulator TerR,terrein / terrein-derived cyclopentenones and 6-hydroxymellein-related polyketides,terrein in the experimental literature; MIBiG currently labels isoterrein,cyclopentenone polyketide derived from a 6-hydroxymellein intermediate,"direct evidence supports multiple context-dependent ecological functions: phytotoxic lesion formation/seed-germination inhibition, moderate antifungal competition, and ferric-to-ferrous iron reduction that supports iron acquisition when siderophore function is compromised",10.1016/j.chembiol.2014.03.010,2014.0,Fungal BGC Dossier — M4-FUNG-0044 / BGC0000161
M4-FUNG-0045,BGC0000168,MIBiG,5,NCBITAXON:36650,Penicillium aethiopicum,STR_b3860c04c382,IBT 5753,36650,GU574477.1,1.0,51400.0,51400.0,"GU574477.1:1–51,400; current MIBiG display includes 22 CDS features",PKS (Iterative type I),"tetracycline-like meroterpenoid programme: NRPKS VrtA plus trans-thioesterase/cyclase, prenylation/GPP supply, P450 oxidations/cyclization, methylation, oxygenation, regulation and transport",viridicatumtoxin tetracycline-like meroterpenoids,viridicatumtoxin,geranylated naphthacenedione carboxamide / meroterpenoid,native ecological role unresolved,10.1016/j.chembiol.2010.03.015,2010.0,Fungal BGC Dossier — M4-FUNG-0045 / BGC0000168
M4-FUNG-0046,BGC0000170,MIBiG,3,NCBITAXON:380704,Aspergillus niger ATCC 1015,STR_e1d4862354db,ATCC 1015,380704,ACJE01000012.1,13804.0,59143.0,45340.0,"ACJE01000012.1:13,804–59,143; seed evidence locus 25,033–49,030",PKS (Unknown),"10-gene 6-MSA-derived meroterpenoid pathway with PKS, decarboxylation, P450/oxidoreductive tailoring, prenylation, O-mevalon transfer, final oxidation and regulator",yanuthone meroterpenoids,yanuthone D,6-MSA-derived farnesylated/mevalonylated meroterpenoid,native ecological role unresolved,10.1016/j.chembiol.2014.01.013,2014.0,Fungal BGC Dossier — M4-FUNG-0046 / BGC0000170
M4-FUNG-0047,BGC0000292,MIBiG,4,NCBITAXON:341663,Aspergillus terreus NIH2624,STR_b142bedb3ed6,NIH2624,341663,CH476597.1,1879920.0,1924643.0,44724.0,"CH476597.1:1,879,920–1,924,643; evidence locus 1,891,389–1,919,011",NRPS (Type I),"epipolythiodioxopiperazine (ETP) NRPS pathway with sulfur incorporation, oxidation/reduction, acetylation, oxepine formation and transport",epipolythiodioxopiperazines / aranotin family,acetylaranotin,"sulfur-bridged diketopiperazine with 4,5-dihydrooxepine ring",native ecological role unresolved,10.1021/ja3123653,2013.0,Fungal BGC Dossier — M4-FUNG-0047 / BGC0000292
M4-FUNG-0048,BGC0000293,MIBiG,3,NCBITAXON:331117,Aspergillus fischeri NRRL 181,STR_004e1d588a3f,NRRL 181,331117,DS027698.1,2408387.0,2455518.0,47132.0,"MIBiG display DS027698.1:2,408,387–2,455,518; evidence locus 2,428,387–2,441,151",NRPS (Type I),"three-gene benzodiazepinedione alkaloid pathway: bimodular NRPS AnaPS, reverse prenyltransferase AnaPT and acetyltransferase AnaAT",prenylated benzodiazepinedione alkaloids,acetylaszonalenin,reverse-prenylated anthranilate/tryptophan-derived NRPS alkaloid,native ecological role unresolved,10.1074/jbc.M807303200,2009.0,Fungal BGC Dossier — M4-FUNG-0048 / BGC0000293
M4-FUNG-0049,BGC0000304,MIBiG,4,NCBITAXON:298378,Fusarium incarnatum,STR_6e8260c37ae6,KCTC16676 (reported as Fusarium semitectum in primary study),298378,GQ331953.1,1.0,63164.0,63164.0,"GQ331953.1:1–63,164 with MIBiG aps2–aps11 and aps1",NRPS (Type I),"cyclic tetrapeptide pathway with tetramodular NRPS Aps1, TF Aps2, pipecolate/Aoda/N-methoxytryptophan precursor modules, oxidations and putative efflux",apicidin cyclic tetrapeptides,apicidin,cyclic tetrapeptide HDAC inhibitor,native ecological/virulence role unresolved for source producer,10.1111/j.1365-2958.2010.07109.x,2010.0,Fungal BGC Dossier — M4-FUNG-0049 / BGC0000304
M4-FUNG-0050,BGC0000307,MIBiG,4,NCBITAXON:5580,Aureobasidium pullulans,STR_0cd761a31a62,BP-1938 in gene-cloning study; aureobasidin A originally isolated from strain R106,5580,EU886741.1,1.0,35683.0,35683.0,"EU886741.1:1–35,683; aba1 ORF 506–35,485 in current MIBiG",NRPS (Type I),single giant nine-module cyclic depsipeptide synthetase aba1,aureobasidin cyclic depsipeptides,AbT1 / aureobasidin A,cyclic nonapeptide/depsipeptide containing eight amino-acid residues and one hydroxy-acid residue,native ecological role unresolved,10.1016/j.gene.2008.11.011,2009.0,Fungal BGC Dossier — M4-FUNG-0050 / BGC0000307
M4-FUNG-0051,BGC0000312,MIBiG,4,NCBITAXON:176275,Beauveria bassiana,STR_3a9489f6a727,bassianolide-producing B. bassiana strain used by Xu et al.; exact MIBiG strain label NR,176275,FJ439897.1,1.0,41205.0,41205.0,"FJ439897.1:1–41,205; bbBsls core at 21,245–30,685 in current MIBiG",NRPS (Type I),single directly causal iterative cyclooligomer depsipeptide synthetase bbBsls embedded in a broader genomic neighborhood,bassianolide cyclooligomer depsipeptides,bassianolide,cyclic octadepsipeptide formed by four repeats of a D-Hiv/L-Leu dipeptidol unit,"highly significant insect virulence factor, but not necessarily indispensable for infection",10.1016/j.fgb.2009.03.001,2009.0,Fungal BGC Dossier — M4-FUNG-0051 / BGC0000312
M4-FUNG-0052,BGC0000313,MIBiG,4,NCBITAXON:176275,Beauveria bassiana,STR_f70fa49c01c6,B. bassiana producer used in Xu et al. 2008,176275,EU886196.1,1.0,33475.0,33475.0,"EU886196.1:1–33,475 with ten displayed CDSs",NRPS (Type I),iterative cyclic depsipeptide synthetase bbBeas plus adjacent ketoisovalerate reductase kivr for D-Hiv precursor supply,beauvericin cyclodepsipeptides,beauvericin,cyclic hexadepsipeptide ionophore composed of three N-methyl-Phe/D-Hiv dipeptidol repeats,highly significant but not indispensable insect virulence factor,10.1016/j.chembiol.2008.07.011,2008.0,Fungal BGC Dossier — M4-FUNG-0052 / BGC0000313
M4-FUNG-0053,BGC0000317,MIBiG,4,NCBITAXON:857340,Hapsidospora chrysogena ATCC 11550,STR_26544acb31e8,ATCC 11550,857340,JPKY01000002.1,71175.0,98055.0,26881.0,"retired historical seed locus JPKY01000002.1:71,175–98,055; current MIBiG gene table is empty",NRPS (Type I),"early cephalosporin-C programme: ACV NRPS pcbAB, IPN synthase pcbC, peroxisomal epimerization cefD1/cefD2, membrane transport cefP/cefM/cefT and regulator cefR",beta-lactam penicillin/cephalosporin pathway,cephalosporin C at whole-programme level; early-locus terminal intermediate is penicillin N,beta-lactam antibiotic pathway,native ecological function unresolved; industrial antibacterial production is well established,10.1128/jb.173.7.2354-2365.1991,1991.0,Fungal BGC Dossier — M4-FUNG-0053 / BGC0000317
M4-FUNG-0054,BGC0000318,MIBiG,2,NCBITAXON:857340,Hapsidospora chrysogena ATCC 11550,STR_00e4a586b5e3,ATCC11550 / classical C. acremonium/A. chrysogenum cephalosporin producer lineage,857340,JPKY01000040.1,130387.0,136157.0,5771.0,"retired historical seed locus JPKY01000040.1:130,387–136,157; current MIBiG gene table empty",NRPS (Type I),late beta-lactam tailoring locus with bifunctional 2OG oxygenase CefEF and acetyl-CoA-dependent O-acetyltransferase CefG,cephalosporin beta-lactam pathway,cephalosporin C,beta-lactam cephalosporin,native ecological role unresolved,10.1016/s0006-291x(05)80772-7,1992.0,Fungal BGC Dossier — M4-FUNG-0054 / BGC0000318
M4-FUNG-0055,BGC0000321,MIBiG,4,NCBITAXON:1934374,Achaetomiella virescens,,NR,1934374,KF496217.1,1.0,43979.0,43979.0,"KF496217.1:1–43,979; 15 displayed CDSs",NRPS (Type I),epidithiodiketopiperazine NRPS cluster with sulfur-installation/redox/tailoring candidates and a proposed dimerization P450,epidithiodiketopiperazine (ETP),chaetocin,dimeric sulfur-rich diketopiperazine alkaloid,native producer ecological function unresolved,10.1002/cbic.201300513,2013.0,Fungal BGC Dossier — M4-FUNG-0055 / BGC0000321
M4-FUNG-0056,BGC0000334,MIBiG,4,NCBITAXON:29910,Tolypocladium inflatum NRRL 8044,STR_df3d58671b10,NRRL 8044 / ATCC 34921 lineage,29910,QEPI01000018.1,1269514.0,1380001.0,110488.0,"QEPI01000018.1:1,269,514–1,380,001; locus annotation 1,270,402–1,378,084",NRPS (Type I),12-gene cyclosporin programme (simA–simL) embedded within a broader 20-CDS NRPS/T1PKS database window,cyclosporins,cyclosporin A,cyclic undecapeptide NRPS product,promotes environmental adaptation through antifungal competition and contributes to insect infection fitness,10.1371/journal.pgen.1003496,2013.0,Fungal BGC Dossier — M4-FUNG-0056 / BGC0000334
M4-FUNG-0057,BGC0000337,MIBiG,4,NCBITAXON:655844,Metarhizium robertsii ARSEF 23,STR_46b299cf944c,ARSEF 23,655844,GL698760.1,1.0,106198.0,106198.0,"GL698760.1:1–106,198; 21 displayed CDSs",NRPS (Type I),four-gene destruxin core DtxS1–DtxS4 embedded in a 21-CDS MIBiG window,destruxins,destruxin A,cyclic depsipeptide,suppresses insect immunity; contribution to whole-animal lethality is context-dependent,10.1073/pnas.1115983109,2012.0,Fungal BGC Dossier — M4-FUNG-0057 / BGC0000337
M4-FUNG-0058,BGC0000338,MIBiG,4,ORG_d1a8dbb0ed6b,Aspergillus pachycristatus NRRL 11440,STR_cdc5f50b4563,NRRL 11440,UNCERTAIN,JX421684.1,,,,JX421684.1 local ecd locus; exact current retired display interval not retained in dossier,NRPS (Type I),continuous echinocandin-B Ecd/Hty lipohexapeptide biosynthetic cluster; historically assembled as a 12-gene ecd subcluster plus separate hty precursor subcluster,echinocandins,echinocandin B,lipidated cyclic hexapeptide,antifungal natural product; native ecological role unresolved,10.1021/ja307220z,2012.0,Fungal BGC Dossier — M4-FUNG-0058 / BGC0000338
M4-FUNG-0059,BGC0000342,MIBiG,4,NCBITAXON:61235,Fusarium equiseti,STR_11c2acca18ae,historical Fusarium scirpi producer in defining esyn1 paper,61235,Z18755.3,1.0,10934.0,10934.0,"Z18755.3:1–10,934; esyn1 at 1,021–10,416",NRPS (Type I),single-gene iterative/multifunctional N-methyl depsipeptide synthetase record,enniatins,enniatin,cyclic N-methyl depsipeptide,native ecological role unresolved,10.1111/j.1365-2958.1993.tb01181.x,1993.0,Fungal BGC Dossier — M4-FUNG-0059 / BGC0000342
M4-FUNG-0060,BGC0000348,MIBiG,4,NCBITAXON:73839,Epichloe festucae var. lolii,STR_478d98c717f6,E. festucae Fl1 / N. lolii Lp19-related endophyte material,73839,EF125025.1,1.0,19379.0,19379.0,"EF125025.1:1–19,379; six displayed genes",NRPS (Type I),"partial ergot-alkaloid EAS segment containing lpsB and early-pathway genes, linked to additional essential genes such as lpsA/dmaW/cloA outside the displayed segment",ergot alkaloids / ergopeptines,ergovaline,ergopeptine alkaloid,grass-endophyte ergot-alkaloid programme contributes herbivore deterrence while ergovaline itself is a livestock toxin; 2021 AR5 genetics shows deterrence can persist through pathway intermediates in the absence of ergovaline,10.1128/AEM.00257-07,2007.0,Fungal BGC Dossier — M4-FUNG-0060 / BGC0000348
M4-FUNG-0061,BGC0000355,MIBiG,5,NCBITAXON:330879,Aspergillus fumigatus Af293,STR_747359f7f588,Af293,330879,CM000174.1,3010494.0,3035305.0,24812.0,"CM000174.1:3,010,494–3,035,305 (five genes); generated antiSMASH view is broader than the evidence locus",NRPS (Type I),five-gene fumiquinazoline locus with two NRPSs and two FAD enzymes; developmentally controlled by BrlA outside the BGC,fumiquinazolines,fumiquinazoline C,peptidyl quinazolinone alkaloids,conidia-borne specialized metabolite contributing to phagocytosis protection,10.1021/bi100198y,2010.0,Fungal BGC Dossier — M4-FUNG-0061 / BGC0000355
