gene_key,dossier_id,gene_id,gene_name,protein_accession,start_bp,end_bp,strand,predicted_function_raw,demonstrated_function_raw,perturbation_raw,phenotype_raw,source_ids,note,source_row
M4-FUNG-0006:G006,M4-FUNG-0006,G006,aflR,AAS90026.1,32264.0,33598.0,-,Zn(II)2Cys6 pathway-specific transcriptional activator,canonical pathway regulator; expression responds to broader developmental state,,,S001; S008; S009,,109
M4-FUNG-0006:G007,M4-FUNG-0006,G007,aflS (historical aflJ),AAS90027.1,34339.0,35800.0,+,aflatoxin-pathway co-regulator,co-regulatory pathway function,,,S001; S004,Historical nomenclature preserved.,110
M4-FUNG-0006:G008,M4-FUNG-0006,G008,aflH / adhA,AAS90028.1,36372.0,37208.0,+,alcohol dehydrogenase,pathway enzyme,,,S001; S004,,111
M4-FUNG-0006:G009,M4-FUNG-0006,G009,aflJ / estA,AAS90029.1,38128.0,39129.0,+,esterase,pathway enzyme,,,S001; S004,Distinct from historical aflJ=aflS.,112
M4-FUNG-0006:G010,M4-FUNG-0006,G010,aflE / norA,AAS90040.1,39420.0,40704.0,+,reductase/dehydrogenase,early-pathway enzyme,,,S001; S004,,113
M4-FUNG-0006:G011,M4-FUNG-0006,G011,aflM / ver-1,AAS90030.1,41518.0,42418.0,+,ketoreductase/dehydrogenase,middle-pathway enzyme,,,S001; S004,,114
M4-FUNG-0006:G012,M4-FUNG-0006,G012,aflN / verA,AAS90031.1,43450.0,44980.0,+,monooxygenase,middle-pathway enzyme,,,S001; S004,,115
M4-FUNG-0006:G013,M4-FUNG-0006,G013,aflG / avnA,AAS90032.1,46035.0,47626.0,-,cytochrome P450 monooxygenase,early-pathway oxidation,,,S001; S004,,116
M4-FUNG-0006:G014,M4-FUNG-0006,G014,aflL / verB,AAS90033.1,47994.0,49550.0,-,desaturase,pathway desaturation,,,S001; S004,,117
M4-FUNG-0006:G015,M4-FUNG-0006,G015,aflI / avfA,AAS90043.1,50586.0,51434.0,-,oxidase/monooxygenase,pathway enzyme,,,S001; S004,,118
M4-FUNG-0006:G016,M4-FUNG-0006,G016,aflO / omtB,AAS90034.1,51611.0,52945.0,-,O-methyltransferase B,late-pathway methylation,,,S001; S004,,119
M4-FUNG-0006:G017,M4-FUNG-0006,G017,aflP / omtA,AAS90041.1,54202.0,55688.0,-,O-methyltransferase A,late-pathway methylation,,,S001; S004,,120
M4-FUNG-0006:G018,M4-FUNG-0006,G018,aflQ / ordA,AAS90035.1,56934.0,58884.0,+,cytochrome P450 oxidoreductase,late-pathway conversion toward B aflatoxins,,,S001; S004; S007,ordA transcript quantified in AF70 pH study.,121
M4-FUNG-0006:G019,M4-FUNG-0006,G019,aflK / vbs,AAS90042.1,59398.0,61384.0,+,versicolorin B synthase,pathway enzyme,,,S001; S004,,122
M4-FUNG-0006:G020,M4-FUNG-0006,G020,aflV / cypX,AAS90036.1,61954.0,63602.0,-,cytochrome P450 monooxygenase,pathway enzyme,,,S001; S004,,123
M4-FUNG-0006:G021,M4-FUNG-0006,G021,aflW / moxY,AAS90037.1,64217.0,65680.0,+,monooxygenase,pathway enzyme,,,S001; S004,,124
M4-FUNG-0006:G022,M4-FUNG-0006,G022,aflX / ordB,AAS90038.1,66231.0,67031.0,-,oxidase/monooxygenase,pathway enzyme,,,S001; S004,,125
M4-FUNG-0006:G023,M4-FUNG-0006,G023,aflY / hypA,AAS90039.1,67384.0,68984.0,-,cluster-associated pathway protein,pathway-associated enzyme,,,S001; S004,,126
M4-FUNG-0007:G001,M4-FUNG-0007,G001,aflF / norB,AAS90044.1,6862.0,8010.0,-,dehydrogenase / aryl-alcohol-dehydrogenase-family protein,proximal G-aflatoxin module component,,,S001; S004,Intact in NRRL 13137.,104
M4-FUNG-0007:G002,M4-FUNG-0007,G002,aflU / cypA,AAS90045.1,8295.0,10054.0,+,cytochrome P450 monooxygenase,required for G-aflatoxin formation,cypA insertional disruption in A. parasiticus comparator,G aflatoxins lost while B aflatoxins retained,S001; S004,Mechanistic knockout performed in A. parasiticus; NRRL 13137 retains intact cypA.,105
M4-FUNG-0007:G003,M4-FUNG-0007,G003,aflT,AAS90046.1,10719.0,12694.0,+,cluster-associated transporter,NR,,,S001,,106
M4-FUNG-0007:G004,M4-FUNG-0007,G004,aflC / pksA,AAS90047.1,14463.0,21070.0,-,iterative NR-PKS,core aflatoxin polyketide-backbone enzyme,,,S001; S004; S012,,107
M4-FUNG-0007:G005,M4-FUNG-0007,G005,aflD / nor-1,AAS90048.1,22839.0,23807.0,+,norsolorinic-acid reductase,early pathway reductase,,,S001; S004,,108
M4-FUNG-0007:G006,M4-FUNG-0007,G006,aflA / hexA,AAS90049.1,24978.0,30104.0,-,fatty-acid synthase alpha subunit,starter-unit formation,,,S001; S004,,109
M4-FUNG-0007:G007,M4-FUNG-0007,G007,aflB / hexB,AAS90050.1,30822.0,36672.0,+,fatty-acid synthase beta subunit,starter-unit formation,,,S001; S004,,110
M4-FUNG-0007:G008,M4-FUNG-0007,G008,aflR,AAS90051.1,38077.0,39405.0,-,Zn(II)2Cys6 pathway-specific transcriptional activator,canonical aflatoxin-cluster regulator,,,S001; S004; S006,Density-regulated pathway context is conserved across tested producers.,111
M4-FUNG-0007:G009,M4-FUNG-0007,G009,aflS (historical aflJ),AAS90052.1,40123.0,41569.0,+,aflatoxin-pathway co-regulator,canonical cluster co-regulator,,,S001; S004; S006,Historical MIBiG name AflJ retained as alias.,112
M4-FUNG-0007:G010,M4-FUNG-0007,G010,aflH / adhA,AAS90053.1,42121.0,42930.0,+,alcohol dehydrogenase,pathway enzyme,,,S001; S004,,113
M4-FUNG-0007:G011,M4-FUNG-0007,G011,aflJ / estA,AAS90054.1,43889.0,44888.0,+,esterase,pathway enzyme,,,S001; S004,Distinct locus from historical aflJ=aflS.,114
M4-FUNG-0007:G012,M4-FUNG-0007,G012,aflE / norA,AAS90055.1,45179.0,46463.0,+,reductase/dehydrogenase,early pathway enzyme,,,S001; S004,,115
M4-FUNG-0007:G013,M4-FUNG-0007,G013,aflM / ver-1,AAS90056.1,47285.0,48187.0,+,ketoreductase/dehydrogenase,middle-pathway enzyme,,,S001; S004,,116
M4-FUNG-0007:G014,M4-FUNG-0007,G014,aflN / verA,AAS90057.1,49221.0,50767.0,+,monooxygenase,middle-pathway enzyme,,,S001; S004,,117
M4-FUNG-0007:G015,M4-FUNG-0007,G015,aflG / avnA,AAS90058.1,51845.0,53456.0,-,cytochrome P450 monooxygenase,early pathway oxidation,,,S001; S004,,118
M4-FUNG-0007:G016,M4-FUNG-0007,G016,aflL / verB,AAS90059.1,53898.0,55473.0,-,desaturase,pathway desaturation,,,S001; S004,,119
M4-FUNG-0007:G017,M4-FUNG-0007,G017,aflI / avfA,AAS90067.1,56496.0,57344.0,-,oxidase / monooxygenase,pathway enzyme,,,S001; S004,,120
M4-FUNG-0007:G018,M4-FUNG-0007,G018,aflO / omtB,AAS90060.1,57517.0,58853.0,-,O-methyltransferase B,late pathway methylation,,,S001; S004,,121
M4-FUNG-0007:G019,M4-FUNG-0007,G019,aflP / omtA,AAS90065.1,60565.0,62060.0,-,O-methyltransferase A,late pathway methylation,,,S001; S004,,122
M4-FUNG-0007:G020,M4-FUNG-0007,G020,aflQ / ordA,AAS90061.1,63157.0,65104.0,+,cytochrome P450 oxidoreductase,late conversion toward B/G final products,,,S001; S004,,123
M4-FUNG-0007:G021,M4-FUNG-0007,G021,aflK / vbs,AAS90066.1,65617.0,67606.0,+,versicolorin B synthase,pathway enzyme,,,S001; S004,,124
M4-FUNG-0007:G022,M4-FUNG-0007,G022,aflV / cypX,AAS90062.1,68188.0,69834.0,-,cytochrome P450 monooxygenase,pathway enzyme,,,S001; S004,,125
M4-FUNG-0007:G023,M4-FUNG-0007,G023,aflW / moxY,AAS90063.1,70380.0,72194.0,+,monooxygenase,pathway enzyme,,,S001; S004,,126
M4-FUNG-0007:G024,M4-FUNG-0007,G024,aflX / ordB,AAS90064.1,72461.0,73267.0,-,oxidoreductase / monooxygenase,pathway enzyme,,,S001; S004,,127
M4-FUNG-0007:G025,M4-FUNG-0007,G025,aflY / hypA,AAS90068.1,73631.0,75223.0,-,cluster-associated pathway protein,pathway-associated enzyme,,,S001; S004,,128
M4-FUNG-0008:G001,M4-FUNG-0008,G001,aflT,AAS90069.1,4802.0,6782.0,+,cluster-associated transporter,NR,,,S001,,104
M4-FUNG-0008:G002,M4-FUNG-0008,G002,aflC / pksA pseudogene,NR,,,-,iterative polyketide synthase pseudogene,G→A SNP at coding nucleotide 591 creates premature stop codon; sufficient to explain atoxigenicity,sequence comparison,no functional PKS; no aflatoxin accumulation,S003,Sequence is present in AY510455 but is not represented by MIBiG as a functional CDS/protein accession.,105
M4-FUNG-0008:G003,M4-FUNG-0008,G003,aflD / nor-1,AAS90070.1,16690.0,17679.0,+,norsolorinic-acid reductase,downstream early-pathway enzyme; intact CDS,,,S001,,106
M4-FUNG-0008:G004,M4-FUNG-0008,G004,aflA / hexA,AAS90071.1,18988.0,24108.0,-,fatty-acid synthase alpha subunit,starter-unit enzyme; sequence polymorphisms considered unlikely to account for atoxigenicity,,,S001; S003,,107
M4-FUNG-0008:G005,M4-FUNG-0008,G005,aflB / hexB,AAS90085.1,24822.0,30668.0,+,fatty-acid synthase beta subunit,starter-unit enzyme; nonconservative variants considered insufficient to explain atoxigenicity,,,S001; S003,,108
M4-FUNG-0008:G006,M4-FUNG-0008,G006,aflR,AAS90086.1,31932.0,33266.0,-,Zn(II)2Cys6 pathway-specific transcriptional activator,cluster regulator remains encoded,,,S001,,109
M4-FUNG-0008:G007,M4-FUNG-0008,G007,aflS (historical aflJ),AAS90072.1,34006.0,35456.0,+,aflatoxin-pathway co-regulator,cluster co-regulator remains encoded,,,S001,Historical MIBiG product AflJ; modern standardized alias often aflS.,110
M4-FUNG-0008:G008,M4-FUNG-0008,G008,aflH / adhA,AAS90073.1,36024.0,36860.0,+,alcohol dehydrogenase,pathway enzyme,,,S001,,111
M4-FUNG-0008:G009,M4-FUNG-0008,G009,aflJ / estA,AAS90075.1,37780.0,38781.0,+,esterase,pathway enzyme,,,S001,Distinct locus from historical aflJ=aflS.,112
M4-FUNG-0008:G010,M4-FUNG-0008,G010,aflE / norA,AAS90074.1,39072.0,40356.0,+,reductase/dehydrogenase,early-pathway enzyme,,,S001,,113
M4-FUNG-0008:G011,M4-FUNG-0008,G011,aflM / ver-1,AAS90076.1,41171.0,42070.0,+,ketoreductase/dehydrogenase,middle-pathway enzyme,,,S001,,114
M4-FUNG-0008:G012,M4-FUNG-0008,G012,aflN / verA,AAS90077.1,43103.0,44633.0,+,monooxygenase,middle-pathway enzyme,,,S001,,115
M4-FUNG-0008:G013,M4-FUNG-0008,G013,aflG / avnA,AAS90078.1,45688.0,47279.0,-,cytochrome P450 monooxygenase,early-pathway oxidation enzyme,,,S001,,116
M4-FUNG-0008:G014,M4-FUNG-0008,G014,aflL / verB,AAS90079.1,47647.0,49203.0,-,desaturase,pathway enzyme,,,S001,,117
M4-FUNG-0008:G015,M4-FUNG-0008,G015,aflI / avfA,AAS90090.1,50239.0,51087.0,-,oxidase / monooxygenase,pathway enzyme,,,S001,,118
M4-FUNG-0008:G016,M4-FUNG-0008,G016,aflO / omtB,AAS90080.1,51258.0,52592.0,-,O-methyltransferase B,late-pathway enzyme,,,S001,,119
M4-FUNG-0008:G017,M4-FUNG-0008,G017,aflP / omtA,AAS90087.1,53850.0,55336.0,-,O-methyltransferase A,late-pathway enzyme,,,S001,,120
M4-FUNG-0008:G018,M4-FUNG-0008,G018,aflQ / ordA,AAS90081.1,56583.0,58533.0,+,cytochrome P450 oxidoreductase,late-pathway enzyme,,,S001,,121
M4-FUNG-0008:G019,M4-FUNG-0008,G019,aflK / vbs,AAS90088.1,59048.0,61034.0,+,versicolorin B synthase,pathway enzyme,,,S001,,122
M4-FUNG-0008:G020,M4-FUNG-0008,G020,aflV / cypX,AAS90082.1,61576.0,63224.0,-,cytochrome P450 monooxygenase,pathway enzyme,,,S001,,123
M4-FUNG-0008:G021,M4-FUNG-0008,G021,aflW / moxY,AAS90083.1,63837.0,65582.0,+,monooxygenase,pathway enzyme,,,S001,,124
M4-FUNG-0008:G022,M4-FUNG-0008,G022,aflX / ordB,AAS90084.1,65849.0,66649.0,-,oxidase/monooxygenase,pathway enzyme,,,S001,,125
M4-FUNG-0008:G023,M4-FUNG-0008,G023,aflY / hypA,AAS90089.1,67004.0,68604.0,-,cluster-associated pathway protein,pathway-associated enzyme,,,S001,,126
M4-FUNG-0009:G001,M4-FUNG-0009,G001,aflW,ACI31320.1,1804.0,3870.0,-,monooxygenase / aflatoxin-pathway enzyme,cluster-associated biosynthetic enzyme,,,S001; S004,Distal end of rearranged aflN→aflW block.,104
M4-FUNG-0009:G002,M4-FUNG-0009,G002,aflE,ACI31321.1,4298.0,5591.0,+,reductase/dehydrogenase,early-pathway enzyme,,,S001; S004,,105
M4-FUNG-0009:G003,M4-FUNG-0009,G003,aflM,ACI31322.1,5874.0,6804.0,+,ketoreductase/dehydrogenase,middle-pathway enzyme,,,S001; S004,,106
M4-FUNG-0009:G004,M4-FUNG-0009,G004,stcT,ACI31323.1,7027.0,7839.0,-,ST-cluster-associated enzyme,pathway-associated,,,S001; S004,A. nidulans-like nomenclature retained.,107
M4-FUNG-0009:G005,M4-FUNG-0009,G005,hypE,ACH72914.1,8002.0,8397.0,-,hypothetical cluster protein,NR,,,S001,,108
M4-FUNG-0009:G006,M4-FUNG-0009,G006,aflN,ACH72913.2,9134.0,10671.0,+,monooxygenase,middle-pathway enzyme,,,S001; S004,Part of rearranged upstream block.,109
M4-FUNG-0009:G007,M4-FUNG-0009,G007,aflC / pksA,ACH72912.1,11224.0,17970.0,-,iterative NR-PKS,core polyketide-backbone enzyme,,,S001; S004,,110
M4-FUNG-0009:G008,M4-FUNG-0009,G008,aflV / cypX,ACH72911.1,18386.0,19979.0,+,cytochrome P450 monooxygenase,pathway enzyme,,,S001; S004,,111
M4-FUNG-0009:G009,M4-FUNG-0009,G009,stcC,ACH72910.1,20559.0,21425.0,-,ST-cluster-associated enzyme,pathway-associated,,,S001; S004,,112
M4-FUNG-0009:G010,M4-FUNG-0009,G010,stcD,ACH72909.1,22800.0,23195.0,+,ST-cluster-associated enzyme,pathway-associated,,,S001; S004,,113
M4-FUNG-0009:G011,M4-FUNG-0009,G011,aflD / nor-1,ACH72908.1,23512.0,24523.0,+,norsolorinic-acid reductase,early-pathway reductase,,,S001; S004,,114
M4-FUNG-0009:G012,M4-FUNG-0009,G012,aflR,ACH72907.1,25216.0,26841.0,-,Zn(II)2Cys6 pathway-specific transcriptional activator,A. ochraceoroseus AflR restored ST production in an A. nidulans aflR mutant,heterologous complementation,restored sterigmatocystin production,S001; S004,Direct functional regulator evidence.,115
M4-FUNG-0009:G013,M4-FUNG-0009,G013,aflS,ACH72906.1,27547.0,28891.0,+,aflatoxin/ST pathway co-regulator,cluster co-regulator,,,S001; S004,,116
M4-FUNG-0009:G014,M4-FUNG-0009,G014,aflG / avnA,ACH72905.1,29656.0,31385.0,-,cytochrome P450 monooxygenase,early-pathway oxidation,,,S001; S004,,117
M4-FUNG-0009:G015,M4-FUNG-0009,G015,aflH / adhA,ACH72904.1,31646.0,32608.0,+,alcohol dehydrogenase,pathway enzyme,,,S001; S004,,118
M4-FUNG-0009:G016,M4-FUNG-0009,G016,stcH,ACH72903.1,32719.0,32997.0,-,ST-cluster-associated protein,pathway-associated,,,S001; S004,,119
M4-FUNG-0009:G017,M4-FUNG-0009,G017,aflJ / estA,ACH72902.1,33335.0,34326.0,+,esterase,pathway enzyme,,,S001; S004,,120
M4-FUNG-0009:G018,M4-FUNG-0009,G018,aflA / fas-2,ACH72901.1,35053.0,39910.0,-,fatty-acid synthase alpha subunit,starter-unit formation,,,S001; S004,,121
M4-FUNG-0009:G019,M4-FUNG-0009,G019,aflB / fas-1,ACH72900.1,40441.0,46417.0,+,fatty-acid synthase beta subunit,starter-unit formation,,,S001; S004,,122
M4-FUNG-0009:G020,M4-FUNG-0009,G020,aflL / verB,AAM18769.1,46781.0,48332.0,-,desaturase,pathway desaturation,,,S001; S004,,123
M4-FUNG-0009:G021,M4-FUNG-0009,G021,hypB2,ACH72899.1,48768.0,49199.0,-,hypothetical cluster protein,NR,,,S001,,124
M4-FUNG-0009:G022,M4-FUNG-0009,G022,aflK / vbs,ACH72898.1,49564.0,51597.0,+,versicolorin B synthase,pathway enzyme,,,S001; S004,,125
M4-FUNG-0009:G023,M4-FUNG-0009,G023,aflI / avfA,ACH72897.1,51698.0,52555.0,-,oxidase / monooxygenase,pathway enzyme,,,S001; S004,,126
M4-FUNG-0009:G024,M4-FUNG-0009,G024,aflO / omtB,ACH72896.1,52815.0,54111.0,-,O-methyltransferase B,late pathway methylation,,,S001; S004,,127
M4-FUNG-0009:G025,M4-FUNG-0009,G025,aflX / ordB,ACH72895.1,54327.0,55136.0,-,oxidase/monooxygenase,pathway enzyme,,,S001; S004,,128
M4-FUNG-0009:G026,M4-FUNG-0009,G026,aflY / hypA,ACH72894.1,55424.0,56973.0,+,cluster-associated pathway protein,pathway-associated enzyme,,,S001; S004,Proximal end of cluster per 2009 organization model.,129
M4-FUNG-0009:G027,M4-FUNG-0009,G027,aflQ / ordA (extra-cluster),NR,,,NR,late oxidoreductase required for ST→AF conversion,57% aa identity to A. flavus AflQ; complements A. parasiticus aflQ mutant,heterologous complementation,restored aflatoxin production,S006,Critical extra-cluster gene; exact genomic coordinates/accession not extracted in this pass.,130
M4-FUNG-0010:G001,M4-FUNG-0010,G001,alt1,BAD83680.1,1893.0,3696.0,-,cytochrome P450 monooxygenase,predicted tailoring enzyme by homology; exact A. solani reaction unresolved,,,S001; S003,No direct product-level assignment in defining paper.,104
M4-FUNG-0010:G002,M4-FUNG-0010,G002,alt2,BAD83681.1,4088.0,5701.0,-,cytochrome P450 monooxygenase,predicted tailoring enzyme; homologous Alt2′ later oxidizes alternapyrone-family side chain in a different fungus,,,S001; S003; S008,Comparative homolog function must not be silently transferred to A. solani Alt2.,105
M4-FUNG-0010:G003,M4-FUNG-0010,G003,alt3,BAD83682.1,6091.0,7740.0,-,cytochrome P450 monooxygenase,predicted tailoring enzyme; homologous Alt3′ later performs successive oxidative tailoring in a different fungus,,,S001; S003; S008,Comparative homolog function only.,106
M4-FUNG-0010:G004,M4-FUNG-0010,G004,alt4,BAD83683.1,8580.0,10221.0,+,FAD/FMN-dependent oxygenase/oxidase,predicted tailoring enzyme; exact A. solani reaction unresolved,,,S001; S003,,107
M4-FUNG-0010:G005,M4-FUNG-0010,G005,alt5 / pksN / PKSN,BAD83684.1,11261.0,19092.0,+,highly reducing iterative type I PKS with C-methyltransferase; KS–AT–DH–CMeT–ER–KR–ACP,direct synthesis of alternapyrone,heterologous expression in A. oryzae under α-amylase promoter,alternapyrone produced and structurally identified,S001; S003; S005,Core-enzyme product is established independently of Alt1–Alt4.,108
M4-FUNG-0011:G001,M4-FUNG-0011,G001,pkgA / ANIA_07071,CBF79143.1,1119810.0,1125772.0,-,non-reducing iterative type I PKS; heptaketide synthase lacking a built-in releasing domain,direct alternariol/isocoumarin core synthesis,alcA promoter replacement,PkgA induction alone yields several products at low abundance; dual induction with PkgB gives high yield,S001; S003,SAT motif is unusual GXSXG; product-release limitation is central.,104
M4-FUNG-0011:G002,M4-FUNG-0011,G002,pkgB / ANIA_07070,CBF79145.1,1126368.0,1127658.0,-,metallo-β-lactamase-type thioesterase / trans-acting product-release enzyme,efficient release of PkgA polyketide product,alcA promoter replacement together with pkgA,dramatic increase in product yield; enabled isolation of alternariol and co-products,S001; S003,MIBiG calls it a conserved hypothetical protein; functional study identifies β-lactamase-type TE role.,105
M4-FUNG-0012:G001,M4-FUNG-0012,G001,AN1027,EAA65595.1,111993.0,113186.0,+,hypothetical flanking protein,not required for asperfuranone under deletion assay,gene deletion,asperfuranone retained,S001; S003,Outside functionally supported border.,104
M4-FUNG-0012:G002,M4-FUNG-0012,G002,AN1028,EAA65596.1,114677.0,116987.0,-,hypothetical flanking protein,not required for asperfuranone under deletion assay,gene deletion,asperfuranone retained,S001; S003,Outside functionally supported border.,105
M4-FUNG-0012:G003,M4-FUNG-0012,G003,afoA / AN1029,EAA65597.1,117847.0,120200.0,-,pathway-specific fungal transcription factor,activates asperfuranone cluster; required for ScpR-mediated cross-cluster activation,alcA promoter replacement; deletion in scpR-OE strain,promoter bypass activates product; deletion abolishes ScpR-driven product,S001; S003; S004,Central regulatory gate.,106
M4-FUNG-0012:G004,M4-FUNG-0012,G004,AN1030,EAA65598.1,121571.0,122788.0,+,predicted dehydrogenase / crotonyl-CoA reductase-like protein,dispensable for asperfuranone yield in original deletion study; transcription induced by ScpR,gene deletion; ScpR overexpression,deletion retains product; transcript increases with cluster activation,S001; S003; S004,Key co-expression ≠ necessity case.,107
M4-FUNG-0012:G005,M4-FUNG-0012,G005,afoB / AN1031,EAA65599.1,123380.0,125412.0,-,efflux pump / transporter,supports efficient asperfuranone accumulation/export,gene deletion,asperfuranone strongly reduced but not eliminated,S001; S003,Product protection/export/recovery layer.,108
M4-FUNG-0012:G006,M4-FUNG-0012,G006,afoC / AN1032,EAA65600.1,125797.0,126690.0,-,probable esterase; originally assigned oxidoreductase-like tailoring role,supports efficient final-product formation; endogenous enzymes may partially compensate,gene deletion,asperfuranone strongly reduced but not eliminated,S001; S003; S007,Exact catalytic role remains less secure than phenotype.,109
